dataid,active_record,building_type,city,state,egauge_1min_min_time,egauge_1min_max_time,egauge_1min_data_availability,,egauge_1s_max_time,egauge_1s_data_availability,air1,air2,air3,airwindowunit1,aquarium1,bathroom1,bathroom2,bedroom1,bedroom2,bedroom3,bedroom4,bedroom5,battery1,car1,car2,circpump1,clotheswasher1,clotheswasher_dryg1,diningroom1,diningroom2,dishwasher1,disposal1,drye1,dryg1,freezer1,furnace1,furnace2,garage1,garage2,grid,heater1,heater2,heater3,housefan1,icemaker1,jacuzzi1,kitchen1,kitchen2,kitchenapp1,kitchenapp2,lights_plugs1,lights_plugs2,lights_plugs3,lights_plugs4,lights_plugs5,lights_plugs6,livingroom1,livingroom2,microwave1,office1,outsidelights_plugs1,outsidelights_plugs2,oven1,oven2,pool1,pool2,poollight1,poolpump1,pump1,range1,refrigerator1,refrigerator2,security1,sewerpump1,shed1,solar,solar2,sprinkler1,sumppump1,utilityroom1,venthood1,waterheater1,waterheater2,winecooler1,wellpump1,water_ert_min_time,water_ert_max_time,water_data_availability,gas_ert_min_time,gas_ert_max_time,gas_data_availability,indoor_temp_min_time,indoor_temp_max_time,indoor_temp_data_availability,date_enrolled,date_withdrawn,house_construction_year,total_square_footage,first_floor_square_footage,second_floor_square_footage,third_floor_square_footage,half_floor_square_footage,lower_level_square_footage,pv,pv_panel_direction,total_amount_of_pv,amount_of_south_facing_pv,amount_of_west_facing_pv,amount_of_east_facing_pv,number_of_nests,audit_2011,audit_2013_2014,survey_2011,survey_2012,survey_2013,survey_2014,survey_2017,survey_2019,program_579,program_baseline,program_energy_internet_demo,program_lg_appliance,program_verizon,program_ccet_group,program_civita_group,program_shines
4866,yes,Single-Family Home 001 (Master),Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/9/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9214,yes,Single-Family Home 001 (Master),Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/9/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,,Single-Family Home 001 (Master),Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/12/2016,2/19/2018,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
5144,yes,Single-Family Home 001 (Master),Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/12/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6199,yes,Single-Family Home 001 (Master),Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/12/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6982,yes,Single-Family Home 001 (Master),Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/15/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8204,yes,Single-Family Home 001 (Master),Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/19/2016,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,
2205,yes,Single-Family Home 001 (Master),Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-10-20 00:00:00-05:00,2018-02-21 04:59:00-06:00,44%,,,,,,,9/29/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6915,yes,Single-Family Home 001 (Master),Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/29/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5862,yes,Single-Family Home 001 (Master),Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/19/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2251,yes,Single-Family Home 001 (Master),San Antonio,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-25 15:25:01.787293-06:00,2016-12-08 23:59:49.850418-06:00,90%,,,,,,,10/31/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8417,yes,Single-Family Home 001 (Master),Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/3/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3431,yes,Single-Family Home 001 (Master),San Antonio,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/21/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6836,yes,Single-Family Home 001 (Master),Austin,Texas,2014-03-26 00:00:00-05:00,2021-01-31 02:59:00-06:00,0.96,,2021-01-31 02:00:00-06:00,98%,yes,,,,,yes,,yes,,,,,yes,yes,,,yes,,,,yes,yes,yes,,,yes,,,,yes,,,,,,,,,yes,yes,,,,,,,yes,,yes,,,,,,,,,,,yes,yes,,,,,yes,,,,,,,,,,2015-07-17 10:29:00-05:00,2019-03-15 07:17:00-05:00,51%,2012-04-11 18:39:26-05:00,2020-10-08 18:38:26.944482-05:00,76%,,,,2/1/2011,,2008,1217,1217,0,0,,,yes,South,3.43,3.43,0,,,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,,CCET - Pricing Trial,,yes
6302,,Single-Family Home 001 (Master),Austin,Texas,2017-09-10 08:00:00-05:00,2019-05-01 08:59:00-05:00,0.58,,2019-05-01 08:00:00-05:00,100%,yes,,,,,yes,,,,,,,,,,,yes,,,,yes,,,,,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,yes,,,,,yes,,,,,,,,,,,,,,,,,,,7/17/2017,5/1/2019,2016,2413,1387,1026,,,,yes,South,,,,,,,,,,,,,,,,yes,,,,,
5972,yes,Single-Family Home 001 (Master),Austin,Texas,2012-10-18 19:00:00-05:00,2021-01-31 02:59:00-06:00,0.88,,2021-01-31 02:00:00-06:00,96%,yes,,,,,,,yes,,,,,,,,,yes,,,,yes,yes,,yes,,yes,,,,yes,,,,,,,,,yes,,yes,yes,,,,,,,yes,,,,yes,,,,,,,,yes,,,,,yes,,,,,yes,,,,,2016-01-29 00:00:00-06:00,2018-01-08 18:14:00-06:00,95%,2012-04-11 18:59:50-05:00,2020-07-09 11:28:41.505611-05:00,86%,,,,2/1/2011,,2008,2843,1457,1386,0,,,yes,West,5.92,,5.92,0,,yes,,yes,,,,yes,,,yes,yes,,,CCET - UT Text,,
6948,yes,Single-Family Home 001 (Master),Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-06-07 00:00:00-05:00,2019-04-04 23:59:00-05:00,765%,,,,,,,9/21/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5937,yes,Single-Family Home 001 (Master),Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/27/2017,,1967,2144,2144,,,,,,,,,,,,,,,,,,,,,,,,,,,
5545,yes,Single-Family Home 001 (Master),Austin,Texas,2013-07-01 19:00:00-05:00,2021-01-31 02:59:00-06:00,0.99,,2021-01-31 02:00:00-06:00,100%,yes,,,,,yes,,,,,,,,,,,yes,,,,yes,yes,,yes,,yes,,,,yes,,,,,,yes,,,yes,yes,yes,,,,,,,,yes,,,,,,,,,,,yes,yes,,,,,yes,,,,,,,,,,,,,2012-04-11 18:57:24-05:00,2018-09-29 00:37:43.335193-05:00,30%,,,,2/1/2011,,2009,1994,1001,993,0,,,yes,East,1.2,,,1.2,,yes,,yes,yes,,,,yes,,yes,yes,,,CCET - Control,,
5403,yes,Single-Family Home 001 (Master),Austin,Texas,2012-05-22 19:00:00-05:00,2021-01-31 02:59:00-06:00,0.98,,2021-01-31 02:00:00-06:00,68%,yes,,,,,,,yes,yes,,,,yes,yes,,,yes,,,,yes,yes,yes,,,yes,,,,yes,,,,,,,yes,yes,,,yes,,,,,,,,yes,,,,yes,,,,,,,,yes,,,,,yes,,,,,,,,,,2012-05-01 12:00:00-05:00,2015-10-28 23:56:00-05:00,16%,2012-04-12 17:11:37-05:00,2020-01-20 06:00:02.499489-06:00,87%,,,,2/1/2011,,2007,1720,1720,0,0,,,yes,South;West,4.56,2.4,2.16,0,1,yes,yes,yes,yes,,yes,yes,yes,,yes,yes,,,CCET - Pricing Trial,,yes
7952,yes,Single-Family Home 001 (Master),Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/11/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4998,yes,Single-Family Home 001 (Master),Austin,Texas,2012-09-16 19:00:00-05:00,2021-01-31 02:59:00-06:00,0.98,,2021-01-31 02:00:00-06:00,82%,yes,,,,,yes,,,,,,,,yes,,,yes,,,,yes,yes,,yes,,yes,,,,yes,,,,,,,,,yes,yes,,,,,,,,,yes,,,,yes,,,,,,,,yes,,,,,,,,,,yes,,,,,2012-05-01 13:00:00-05:00,2020-01-29 12:59:00-06:00,8%,2012-04-11 18:59:44-05:00,2020-01-29 17:29:50.104981-06:00,91%,2019-12-13 11:04:00-06:00,2021-01-31 05:01:00-06:00,97%,2/1/2011,,2008,2710,1508,1202,0,,,,,,,,,,yes,,yes,yes,yes,yes,,,,yes,yes,,,CCET - Pricing Trial,,
4289,yes,Single-Family Home 001 (Master),Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/22/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2654,yes,Single-Family Home 001 (Master),Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/6/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8715,yes,Single-Family Home 001 (Master),Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/8/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4767,yes,Single-Family Home 001 (Master),Austin,Texas,2012-07-10 19:00:00-05:00,2021-01-31 02:59:00-06:00,0.97,,2021-01-31 02:00:00-06:00,98%,yes,,,,,,,,,,,,,yes,,,,,yes,,yes,,yes,,,yes,,,,yes,,,,,,,,,yes,yes,,,,,,,,,yes,,,,yes,,,,,,,,yes,,,,,yes,,,,,,,,,,2012-05-01 13:00:00-05:00,2020-10-08 17:48:00-05:00,6%,2012-04-11 18:59:34-05:00,2020-10-08 15:14:40.693041-05:00,82%,,,,2/1/2011,,2008,2710,1508,1202,0,,,yes,South;West,5.5,3,2.5,,,yes,,,,yes,,,,,yes,yes,,,CCET - Text Message,,
2049,yes,Single-Family Home 001 (Master),Broken Arrow,Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-06-27 00:08:46.208632-05:00,2019-01-03 23:58:38.838426-06:00,101%,,,,1/17/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9851,yes,Single-Family Home 001 (Master),Oklahoma City,Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-06-27 00:01:15.507312-05:00,2019-01-26 23:59:23.225778-06:00,100%,,,,1/17/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5527,yes,Single-Family Home 001 (Master),Tulsa,Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-06-27 00:16:17.786399-05:00,2018-10-08 23:58:12.982126-05:00,101%,,,,1/23/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1557,yes,Single-Family Home 001 (Master),Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/15/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8928,yes,Single-Family Home 001 (Master),Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/15/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,yes,Single-Family Home 001 (Master),Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/16/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4336,yes,Single-Family Home 001 (Master),Austin,Texas,2013-08-14 00:00:00-05:00,2021-01-31 02:59:00-06:00,0.96,,2021-01-31 02:00:00-06:00,100%,yes,,,,,,,,,,,,,yes,,,yes,,,,,,yes,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,yes,,,,,,,,,,,,,2012-04-11 18:59:10-05:00,2013-05-10 16:29:24-05:00,100%,2019-12-04 07:04:00-06:00,2020-04-19 05:31:00-05:00,88%,2/1/2011,,2009,2090,1168,922,0,,,yes,West,3.33,,3.33,,,yes,,yes,yes,,yes,yes,,,yes,yes,yes,,CCET - Control,,
8745,yes,Single-Family Home 001 (Master),Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/26/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3823,yes,Single-Family Home 001 (Master),Owasso,Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-06-27 00:00:40.302373-05:00,2019-04-04 23:30:05.826756-05:00,100%,,,,2/27/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4031,yes,Single-Family Home 001 (Master),Austin,Texas,2012-11-03 19:00:00-05:00,2021-01-31 02:59:00-06:00,0.96,,2021-01-31 02:00:00-06:00,100%,yes,,,,,,,yes,,,,,,,,,yes,,,,yes,yes,yes,,,yes,,,,yes,,,,,,,,,yes,,yes,yes,yes,,,,,,yes,yes,,,,,,,,,,,yes,,,,,yes,,,,,,,,,,2012-07-10 13:33:29-05:00,2015-10-28 23:54:00-05:00,16%,2012-04-11 18:59:16-05:00,2020-10-08 18:56:42.709838-05:00,91%,,,,2/1/2011,,2007,1946,1001,945,0,,,yes,South;West,6.37,3.185,3.185,,,yes,,yes,yes,yes,yes,yes,,,yes,yes,,,CCET - Control,,yes
3967,yes,Single-Family Home 001 (Master),Austin,Texas,2012-05-15 19:00:00-05:00,2021-01-31 02:59:00-06:00,0.99,,2021-01-31 02:00:00-06:00,97%,yes,,,,,yes,,,,,,,,yes,,,yes,,,,yes,,,yes,,yes,,,,yes,,,,,,,,,yes,yes,,,,,,,,,yes,,,,yes,,,,,,,,yes,,,,,yes,,,,,,,,,,,,,2012-04-11 18:56:09-05:00,2020-06-24 09:53:31.456417-05:00,14%,,,,2/1/2011,,2008,2521,2521,0,0,,,yes,South;West,6.12,3.24,2.88,,,yes,,yes,,yes,yes,yes,yes,,yes,yes,,,CCET - Pricing Trial,,
3918,yes,Single-Family Home 001 (Master),Austin,Texas,2012-09-17 19:00:00-05:00,2021-01-31 02:59:00-06:00,0.88,,2021-01-31 02:00:00-06:00,97%,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,2012-04-11 18:59:49-05:00,2020-03-25 04:31:16.882217-05:00,52%,,,,2/1/2011,,2008,3023,1473,1550,0,,,yes,South;East,6.84,5.13,,1.71,,yes,,yes,,,,,,,yes,yes,,,CCET - UT Text,,yes
7472,yes,Single-Family Home 001 (Master),Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/17/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3482,yes,Town Home,Austin,Texas,2012-12-11 18:00:00-06:00,2021-01-31 02:59:00-06:00,0.98,,2021-01-31 02:00:00-06:00,100%,yes,,,,,,,,,,,,,yes,,,yes,,,,,,yes,,,yes,,,,yes,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,yes,,,,,yes,,,,,,,,,,2015-09-25 14:25:00-05:00,2018-07-16 08:40:00-05:00,99%,2012-04-11 17:45:29-05:00,2013-05-10 16:29:02-05:00,99%,2019-12-23 10:45:00-06:00,2021-01-31 05:01:00-06:00,96%,2/1/2011,,2009,1900,950,950,0,,,yes,West,5.13,,5.13,,,yes,,yes,yes,yes,yes,yes,yes,,yes,yes,,,CCET - Pricing Trial,,
6870,yes,Single-Family Home 001 (Master),Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/29/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3456,yes,Single-Family Home 001 (Master),Austin,Texas,2012-10-19 19:00:00-05:00,2021-01-31 02:59:00-06:00,0.97,,2021-01-31 02:00:00-06:00,100%,yes,,,,,yes,,yes,,,,,,,,,yes,,,,yes,yes,yes,,,yes,,,,yes,,,,,,,yes,,,,yes,yes,,,,,,,yes,,,,yes,,,,,,,yes,yes,,,,,yes,,,,,,,,,,2015-08-23 04:12:35.985320-05:00,2018-01-05 10:14:00-06:00,76%,2012-04-11 18:58:55-05:00,2013-05-10 16:27:51-05:00,100%,2019-11-27 11:04:00-06:00,2021-01-31 05:01:00-06:00,95%,2/1/2011,,2008,1720,1720,0,0,,,yes,South;West,6.105,4.07,2.035,,,yes,,yes,yes,yes,yes,yes,yes,,yes,yes,,,CCET - Pricing Trial,,
5649,yes,Single-Family Home 001 (Master),Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/31/2018,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,
5248,yes,Single-Family Home 001 (Master),Silver Spring,Maryland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/24/2018,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,
7393,yes,Single-Family Home 001 (Master),Columbia,Maryland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/24/2018,,,,,,,,,,,,,,,,,,,,,,,yes,,,yes,,,,,
7496,yes,Single-Family Home 001 (Master),Fremont,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/6/2018,,,,,,,,,yes,,,,,,,,,,,,,,yes,,,,,,,,
5984,,Single-Family Home 001 (Master),Austin,Texas,2018-10-13 00:00:00-05:00,2019-07-03 14:59:00-05:00,0.44,,2019-07-03 14:00:00-05:00,100%,yes,,,,,,,,,,,,,,,,yes,,,,yes,yes,yes,,,yes,,,,yes,,,,,,,,,yes,yes,,,,,,,,,yes,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,9/18/2018,7/9/2019,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,
11040,yes,Single-Family Home 001 (Master),Fremont,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/2/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9059,yes,Single-Family Home 001 (Master),Fremont,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/5/2018,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,
3897,yes,Single-Family Home 001 (Master),Fremont,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/6/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,yes,Single-Family Home 001 (Master),Livermore,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/9/2018,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,
10831,yes,Single-Family Home 001 (Master),Newark,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/9/2018,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,
3039,yes,Single-Family Home 001 (Master),Austin,Texas,2012-10-26 19:00:00-05:00,2021-01-30 06:59:00-06:00,0.98,,2021-01-30 06:00:00-06:00,100%,yes,,,,,,,,,,,,,,,,yes,,,,yes,yes,yes,yes,yes,,,,,yes,,,,,,,,,,,,,,,,,yes,,yes,,,,yes,,,,,,,,yes,,,,,yes,,,,,,yes,yes,,yes,,,,2012-04-11 18:51:24-05:00,2020-10-08 18:54:00.817984-05:00,84%,2020-01-29 12:04:00-06:00,2021-01-30 09:30:00-06:00,40%,2/1/2011,,2010,3246,1706,1540,0,,,yes,West,6.25,0,6.25,0,,yes,,yes,,,yes,yes,,,yes,yes,,,CCET - Pricing Trial,,
3009,yes,Single-Family Home 001 (Master),Austin,Texas,2014-02-23 18:00:00-06:00,2021-01-31 02:59:00-06:00,0.99,,2021-01-31 02:00:00-06:00,99%,yes,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,2012-04-11 18:52:06-05:00,2013-05-10 16:29:36-05:00,100%,2019-12-01 11:04:00-06:00,2021-01-31 05:01:00-06:00,87%,2/1/2011,,2008,1252,1252,0,0,,,yes,South,6.25,6.25,,,,yes,,yes,,yes,yes,yes,yes,,yes,yes,,,CCET - Portal Only,,
2945,yes,Single-Family Home 001 (Master),Austin,Texas,2012-05-15 19:00:00-05:00,2021-01-31 02:59:00-06:00,0.97,,2021-01-31 02:00:00-06:00,97%,yes,,,,,,,,,,,,,,,,yes,,,,yes,yes,,yes,,yes,,,,yes,,,,,,yes,,,yes,yes,,,,,,,,,yes,,,,yes,,,,,,,,yes,,,,,yes,,,,,,,,,,2012-05-01 13:00:00-05:00,2015-10-28 23:54:00-05:00,15%,2012-04-11 18:59:40-05:00,2018-04-16 23:36:37-05:00,83%,,,,2/1/2011,,2007,1720,1720,0,0,,,yes,South;West,5.145,,2.035,,,yes,,,,,,,,,yes,yes,,,CCET - UT Text,,
2859,yes,Single-Family Home 001 (Master),Austin,Texas,2014-05-29 00:00:00-05:00,2021-01-31 02:59:00-06:00,0.98,,2021-01-31 02:00:00-06:00,94%,yes,,,,,yes,,yes,yes,,,,,,,,yes,,,,yes,yes,yes,,,yes,,,,yes,,,,,,,,,yes,yes,,,,,,,,,yes,,yes,,,,,,,,,,yes,,,,,,,yes,,,,,,,,,,,2012-04-11 18:59:49-05:00,2013-05-10 16:27:05-05:00,99%,,,,2/1/2011,,2008,1252,1252,0,0,,,,,,,,,,yes,,yes,yes,yes,yes,,,,yes,yes,,,,,
6736,yes,Single-Family Home 001 (Master),Hayward,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2018,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,
2818,yes,Single-Family Home 001 (Master),Austin,Texas,2012-10-20 19:00:00-05:00,2021-01-31 02:59:00-06:00,0.97,,2021-01-31 02:00:00-06:00,100%,yes,,,,,yes,,yes,,,,,,,,,yes,,,,yes,,,yes,,yes,,,,yes,,,,,,,,,yes,,yes,yes,,,,,,,yes,,,,yes,,,,,,,,yes,,,,,yes,,yes,,,yes,,,,,,,,2012-04-11 18:45:51-05:00,2018-07-01 05:26:25.371037-05:00,59%,2019-11-22 10:04:00-06:00,2021-01-31 05:01:00-06:00,75%,2/1/2011,,2007,2345,1385,960,0,,,yes,South;West,5.39,2.695,2.695,,,yes,,yes,,,yes,yes,yes,,yes,yes,,,CCET - Pricing Trial,,
2814,yes,Single-Family Home 001 (Master),Austin,Texas,2012-05-14 19:00:00-05:00,2021-01-31 02:59:00-06:00,1.00,,2021-01-31 02:00:00-06:00,68%,yes,,,,,yes,,,,,,,,yes,,,yes,,,,yes,yes,yes,,,yes,,yes,,yes,,,,,,,,,yes,yes,,,,,,,yes,,yes,,,,,,,,,,,,yes,,yes,,,yes,,,,,,,,,,,,,2012-04-11 18:59:20-05:00,2019-12-10 12:23:14.779288-06:00,21%,2014-04-04 09:23:00-05:00,2017-10-11 06:59:00-05:00,100%,2/1/2011,,2009,1842,1379,463,0,,,yes,West,6.21,,6.21,,,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,,,CCET - Control,,
