dataid,active_record,building_type,city,state,egauge_1min_min_time,egauge_1min_max_time,egauge_1min_data_availability,,egauge_1s_max_time,egauge_1s_data_availability,air1,air2,air3,airwindowunit1,aquarium1,bathroom1,bathroom2,bedroom1,bedroom2,bedroom3,bedroom4,bedroom5,battery1,car1,car2,circpump1,clotheswasher1,clotheswasher_dryg1,diningroom1,diningroom2,dishwasher1,disposal1,drye1,dryg1,freezer1,furnace1,furnace2,garage1,garage2,grid,heater1,heater2,heater3,housefan1,icemaker1,jacuzzi1,kitchen1,kitchen2,kitchenapp1,kitchenapp2,lights_plugs1,lights_plugs2,lights_plugs3,lights_plugs4,lights_plugs5,lights_plugs6,livingroom1,livingroom2,microwave1,office1,outsidelights_plugs1,outsidelights_plugs2,oven1,oven2,pool1,pool2,poollight1,poolpump1,pump1,range1,refrigerator1,refrigerator2,security1,sewerpump1,shed1,solar,solar2,sprinkler1,sumppump1,utilityroom1,venthood1,waterheater1,waterheater2,winecooler1,wellpump1,water_ert_min_time,water_ert_max_time,water_data_availability,gas_ert_min_time,gas_ert_max_time,gas_data_availability,indoor_temp_min_time,indoor_temp_max_time,indoor_temp_data_availability,date_enrolled,date_withdrawn,house_construction_year,total_square_footage,first_floor_square_footage,second_floor_square_footage,third_floor_square_footage,half_floor_square_footage,lower_level_square_footage,pv,pv_panel_direction,total_amount_of_pv,amount_of_south_facing_pv,amount_of_west_facing_pv,amount_of_east_facing_pv,number_of_nests,audit_2011,audit_2013_2014,survey_2011,survey_2012,survey_2013,survey_2014,survey_2017,survey_2019,program_579,program_baseline,program_energy_internet_demo,program_lg_appliance,program_verizon,program_ccet_group,program_civita_group,program_shines
2836,,Single-Family Home 001 (Master),Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/1/2011,3/19/2011,1994,2796,1476,1320,0,,,,,,,,,,,,,,yes,,,,,,yes,,,,,
2743,,Single-Family Home 001 (Master),Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/1/2011,9/1/2011,1949,1590,1590,0,0,,,,,,,,,,,,yes,,,,,,,,yes,,,,,
5323,,Single-Family Home 001 (Master),Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/1/2011,11/29/2011,2008,1185,602,583,0,,,,,,,,,,yes,,,,,,,,,yes,yes,,,,,
8560,,Single-Family Home 001 (Master),Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/1/2011,2/1/2012,2009,2001,1435,566,0,,,,,,,,,,yes,,yes,,,,,,,yes,yes,,,,,
3313,,Single-Family Home 001 (Master),Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/1/2011,4/30/2012,2007,2001,1435,566,0,,,,,,,,,,yes,,yes,,,,,,,yes,yes,,,,,
5052,,Single-Family Home 001 (Master),Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/1/2011,8/30/2012,2008,1185,602,583,0,,,,,,,,,,yes,,yes,,,,,,,yes,yes,,,,,
3936,,Single-Family Home 001 (Master),Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/1/2011,8/31/2012,2007,2134,1162,972,0,,,,,,,,,,yes,,yes,,,,,,,yes,yes,,,,,
1622,,Town Home,Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/1/2011,10/1/2012,2008,1576,778,798,0,,,,,,,,,,yes,,yes,,,,,,,yes,yes,,,,,
1114,,Single-Family Home 001 (Master),Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,2012-04-11 18:59:06-05:00,2013-01-06 17:58:33-06:00,100%,,,,2/1/2011,1/7/2013,2007,2122,1162,960,0,,,yes,South,5.25,5.25,0,,,yes,,yes,,yes,,,,,yes,yes,,,,,
5433,,Single-Family Home 001 (Master),Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-04-12 13:12:24-05:00,2013-04-01 18:38:24-05:00,73%,,,,2/1/2011,4/2/2013,2007,1422,1422,0,0,,,yes,,,,,,,yes,,yes,yes,,,,,,yes,yes,,,CCET - Control,,
1101,,Single-Family Home 001 (Master),Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/1/2011,4/27/2013,2008,2649,1639,1010,0,,,yes,South;West,6.25,3,3.25,,,yes,,yes,,,,,,,yes,yes,,,,,
8872,,Single-Family Home 001 (Master),Austin,Texas,2012-05-02 01:00:00-05:00,2013-06-10 00:59:00-05:00,1.00,,,,yes,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,2/1/2011,6/10/2013,2008,1422,1422,0,0,,,yes,South;West,5.5,,3.25,,,yes,,yes,yes,,,,,,yes,yes,,,CCET - Control,,
1464,,Single-Family Home 001 (Master),Austin,Texas,2012-10-19 19:00:00-05:00,2014-03-05 17:59:00-06:00,1.00,,,,yes,,,,,,,yes,yes,yes,,,,,,,yes,,,,yes,yes,,yes,,,,,,yes,,,,,,,,,yes,,yes,,,,,,,,yes,,,,yes,,,,,,,yes,yes,,yes,,,yes,,yes,,,,,,,,2012-05-01 13:00:00-05:00,2019-10-18 06:49:00-05:00,6%,2012-04-13 09:26:26-05:00,2014-02-06 23:53:33-06:00,75%,,,,2/1/2011,3/6/2014,2007,2345,1385,960,0,,,yes,South;West,3.3,1.65,1.65,,,yes,,yes,yes,,,,,,yes,yes,,,CCET - Control,,
3824,,Single-Family Home 001 (Master),Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/1/2011,4/1/2014,2009,2001,1435,566,0,,,yes,South;West,6.37,,3.185,,,yes,,,,,,,,,yes,yes,,,CCET - Text Message,,
78,,Single-Family Home 001 (Master),Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-04-11 18:59:58-05:00,2013-05-10 16:29:46-05:00,100%,,,,2/1/2011,4/7/2014,2008,3249,1532,1717,0,,,yes,,,,,,,yes,,,,,,,,,yes,yes,,,,,
8047,,Single-Family Home 001 (Master),Austin,Texas,2013-04-16 00:00:00-05:00,2014-04-06 18:56:00-05:00,0.58,,,,yes,,,,,yes,,,,,,,,,,,yes,,,,yes,yes,,yes,yes,yes,,,,yes,,,,,,,,,yes,yes,,,,,,,,,yes,,,,yes,,,,,,,,yes,,,,,yes,,,,,yes,,,,,,,,2012-04-11 18:59:52-05:00,2013-05-10 16:26:10-05:00,99%,,,,2/1/2011,4/7/2014,2009,3245,1779,1466,0,,,yes,,,,,,,yes,,yes,,yes,,,,,yes,yes,,,CCET - Pricing Trial,,
5839,,Single-Family Home 001 (Master),Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-04-11 18:59:53-05:00,2013-05-10 16:29:18-05:00,100%,,,,2/1/2011,4/30/2014,2009,2068,1036,1032,0,,,yes,,7,,,,,yes,,yes,,yes,,,,,yes,yes,,,,,
1050,,Single-Family Home 001 (Master),Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-04-11 18:59:03-05:00,2013-05-10 16:22:47-05:00,98%,,,,2/1/2011,5/1/2014,2007,3249,1532,1717,0,,,,,,,,,,yes,,yes,yes,,,,,,yes,yes,,,CCET - Control,,
8597,,Single-Family Home 001 (Master),Austin,Texas,2012-10-26 19:00:00-05:00,2014-10-21 18:59:00-05:00,0.99,,,,yes,,,,,,,yes,,,,,,,,,yes,,yes,,yes,yes,yes,,,yes,,,,yes,,,,,,,,,yes,yes,yes,yes,,,,,,,,,,,yes,,,,,,,yes,yes,,,,,yes,,,,,,,,,,,,,2012-04-11 18:59:53-05:00,2013-05-10 16:28:22-05:00,100%,,,,2/1/2011,10/31/2014,2008,2122,1162,960,0,,,yes,West,5.635,,5.635,,,yes,,yes,,,,,,,yes,yes,,,CCET - UT Text,,
7982,,Single-Family Home 001 (Master),Austin,Texas,2013-02-22 18:00:00-06:00,2014-11-13 17:59:00-06:00,0.94,,,,yes,,,,,,,yes,,,,,,yes,,,yes,,yes,,yes,yes,yes,yes,,yes,,,,yes,,,,,,,,,yes,yes,,,,,,,,,yes,,,,yes,,,,,,,,yes,,yes,,,yes,,yes,,,yes,,,,,2012-05-01 13:00:00-05:00,2014-11-14 23:56:22.783059-06:00,22%,2012-04-11 18:59:57-05:00,2014-11-14 23:59:42-06:00,75%,2014-02-21 11:04:00-06:00,2014-11-14 14:59:00-06:00,90%,2/1/2011,11/15/2014,2007,1720,1720,0,0,,,yes,South;West,3.885,1.295,2.59,,,yes,yes,yes,,yes,,,,,yes,yes,yes,,CCET - Pricing Trial,,
7057,,Single-Family Home 001 (Master),Austin,Texas,2014-06-06 19:00:00-05:00,2015-01-09 17:59:00-06:00,1.00,,,,yes,,,,,yes,,,,,,,,yes,,,yes,,,,yes,yes,yes,,,yes,,yes,,yes,,,,,,,,,yes,yes,,,,,,,,,yes,,,,yes,,,,,,,,yes,,yes,,,,,yes,,,yes,,,,,,,,2012-04-11 18:59:45-05:00,2015-01-31 12:56:35-06:00,40%,,,,2/1/2011,2/13/2015,2009,1720,1720,0,0,,,,,,,,,,yes,,yes,yes,yes,yes,,,,yes,yes,,,,,
3192,,Single-Family Home 001 (Master),Austin,Texas,2012-05-22 01:00:00-05:00,2016-07-17 05:59:00-05:00,0.99,,,,yes,,,,,yes,,,,,,,,yes,,,yes,,,,yes,yes,,yes,,yes,,,,yes,,,,,,,,,yes,yes,,,,,,,yes,,yes,,,,yes,,,,,,,,yes,,,,,yes,,,,,yes,,,,,2016-01-17 00:00:00-06:00,2016-07-26 06:16:00-05:00,77%,2012-04-11 18:59:39-05:00,2013-05-10 16:29:25-05:00,99%,,,,2/1/2011,7/29/2016,2008,2075,2075,0,0,,,yes,South;West,6.105,4.07,2.035,,,yes,yes,yes,,,,,,,yes,yes,,,CCET - Pricing Trial,,
1790,,Single-Family Home 001 (Master),Austin,Texas,2014-05-02 00:00:00-05:00,2017-02-20 23:59:00-06:00,1.00,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,2012-04-11 18:59:20-05:00,2017-02-20 23:47:39-06:00,76%,,,,2/1/2011,2/21/2017,2008,3023,1473,1550,0,,,yes,South;West,6.37,3.43,2.94,,,yes,,yes,yes,yes,,,,,yes,yes,,,CCET - Control,,
3577,,Single-Family Home 001 (Master),Austin,Texas,2014-05-30 00:00:00-05:00,2017-06-29 05:59:00-05:00,1.00,,,,yes,,,,,yes,,,,,,,,,,,yes,,,,yes,yes,,yes,,yes,,,,yes,,,,,,yes,,,yes,yes,,,,,,,,,yes,,,,yes,,,,,,,,yes,,,,,,,,,,yes,,,,,,,,2012-04-11 18:59:13-05:00,2017-08-14 20:26:24-05:00,74%,,,,2/1/2011,8/15/2017,2008,2122,1162,960,0,,,,,,,,,,yes,,yes,,yes,,,,,yes,yes,,,,,
545,yes,Single-Family Home 001 (Master),Austin,Texas,2012-08-12 19:00:00-05:00,2021-01-31 02:59:00-06:00,0.98,,2021-01-31 02:00:00-06:00,99%,yes,,,,,yes,,,,,,,,yes,,,yes,,,,yes,,yes,yes,,yes,,,,yes,,,,,,,,,yes,yes,yes,,,,,,,,yes,,,,yes,,,,,,,,yes,,,,,yes,,,,,,,,,,,,,2012-04-12 18:33:48-05:00,2016-01-26 10:42:51-06:00,28%,,,,2/1/2011,,2007,2345,1385,960,0,,,yes,South;West,3.15,1.4,1.75,,,yes,yes,yes,,yes,yes,,yes,,yes,yes,,,CCET - Text Message,,
6830,,Single-Family Home 001 (Master),Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-04-11 18:59:53-05:00,2017-09-26 23:19:37-05:00,76%,,,,2/1/2011,9/27/2017,2008,2075,2075,0,0,,,,,,,,,,yes,,yes,,yes,,,,,yes,yes,,,,,
2575,,Single-Family Home 001 (Master),Austin,Texas,2012-11-09 00:00:00-06:00,2017-10-10 06:36:00-05:00,0.96,,,,yes,,,,,,,yes,yes,,,,,,,,yes,,,,yes,yes,yes,,,yes,,,,yes,,,,,,,,,yes,yes,yes,yes,,,,,,,yes,,,,,,,,,,,,yes,,,,,yes,,,,,,,,,,,,,2012-04-11 18:57:46-05:00,2017-10-15 11:59:12-05:00,77%,,,,2/1/2011,10/17/2017,2008,1439,1439,0,0,,,yes,South,6.25,6.25,0,,,yes,,yes,yes,,yes,yes,,,yes,yes,,,CCET - Pricing Trial,,
5785,,Single-Family Home 001 (Master),Austin,Texas,2012-05-02 19:00:00-05:00,2017-09-22 03:31:00-05:00,1.00,,2017-09-22 08:06:01-05:00,99%,yes,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,2012-07-10 13:00:00-05:00,2015-10-28 23:52:00-05:00,16%,2012-04-11 18:59:44-05:00,2018-02-12 19:10:30-06:00,81%,2015-03-27 15:00:00-05:00,2015-04-02 06:59:00-05:00,94%,2/1/2011,2/20/2018,2007,1842,1379,463,0,,,yes,South;West,6.37,1.96,4.41,,,yes,,yes,,yes,,,,,yes,yes,,,CCET - UT Text,,
3544,,Single-Family Home 001 (Master),Austin,Texas,2012-05-02 19:00:00-05:00,2015-03-31 09:59:00-05:00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,2012-04-13 07:43:12-05:00,2018-08-19 23:40:03.864740-05:00,64%,,,,2/1/2011,8/22/2018,2008,1185,602,583,0,,,yes,West,4.5,,4.5,,,yes,,yes,yes,,,,,,yes,yes,,,CCET - Control,,
1800,,Single-Family Home 001 (Master),Austin,Texas,2012-12-11 18:00:00-06:00,2018-12-26 04:59:00-06:00,1.00,,,,yes,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,yes,,,,,,,,,,,,,2012-04-11 18:59:23-05:00,2018-07-27 20:23:46.003458-05:00,68%,,,,2/1/2011,1/22/2019,2008,2075,2075,0,0,,,yes,South;West,9.99,4.995,4.995,,,yes,,,yes,yes,yes,,,,yes,yes,,,CCET - Pricing Trial,,yes
5193,,Single-Family Home 001 (Master),Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-04-11 18:58:45-05:00,2019-03-06 17:59:11.533150-06:00,72%,,,,2/1/2011,3/8/2019,2008,2001,1435,566,0,,,,,,,,,,yes,,,,,,,,,yes,yes,,,,,
4447,,Single-Family Home 001 (Master),Austin,Texas,2012-05-02 19:00:00-05:00,2019-03-14 02:53:00-05:00,0.98,,,,yes,,,,,,,,,,,,,,,,,,,,yes,,yes,,,yes,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,2016-01-17 08:06:00-06:00,2019-04-02 14:44:00-05:00,0%,2012-04-12 18:45:53-05:00,2019-04-22 18:55:38.857628-05:00,83%,,,,2/1/2011,4/25/2019,2010,2713,1514,1199,0,,,yes,South,6.37,6.37,0,0,,yes,,yes,,,yes,,,,yes,yes,,,CCET - Text Message,,
2638,,Town Home,Austin,Texas,2012-05-11 07:57:00-05:00,2019-05-19 15:59:00-05:00,0.88,,2019-05-19 15:00:00-05:00,100%,yes,,,,,,,,,,,,,yes,,,,,,,,,yes,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,2015-08-20 14:11:15.844351-05:00,2019-04-04 23:59:00-05:00,98%,2012-04-12 09:52:15-05:00,2019-05-19 18:47:14.831597-05:00,76%,,,,2/1/2011,5/22/2019,2008,1970,1013,957,0,0,0,yes,South,4.655,4.655,0,,,yes,,yes,yes,,yes,yes,yes,,yes,yes,,,CCET - UT Text,,
2337,,Single-Family Home 001 (Master),Austin,Texas,2012-05-11 19:00:00-05:00,2019-06-20 09:59:00-05:00,1.00,,2019-06-20 09:00:00-05:00,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,2012-04-11 18:51:27-05:00,2017-01-08 10:23:48-06:00,34%,,,,2/1/2011,6/7/2019,2008,1439,1439,0,0,,,yes,South,4.995,4.995,0,,,yes,,yes,,,,yes,yes,,yes,yes,,,CCET - Portal Only,,
1348,yes,Single-Family Home 001 (Master),Berkeley,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/21/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6423,,Single-Family Home 001 (Master),Austin,Texas,2012-05-02 19:00:00-05:00,2019-06-03 13:59:00-05:00,1.00,,2019-06-03 13:00:00-05:00,100%,yes,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,yes,,,,,,,,,,,,,2012-04-11 18:59:43-05:00,2013-05-10 16:29:09-05:00,100%,,,,2/1/2011,6/7/2019,2008,1544,1096,448,0,,,yes,West,4.8,,4.8,,,yes,,yes,,,,,yes,,yes,yes,,,CCET - Portal Only,,
4590,,Single-Family Home 001 (Master),Austin,Texas,2013-07-12 19:00:00-05:00,2016-07-17 03:59:00-05:00,0.99,,,,yes,,,,,,,yes,yes,,,,,,,,yes,,,,yes,,yes,,,yes,,,,yes,,,,,,,,,yes,yes,,,,,,,yes,,yes,,,,yes,,,,,,,,yes,,,,,,,,,,,,,,,,,,2012-04-11 18:57:36-05:00,2015-01-10 03:29:24-06:00,39%,,,,2/1/2011,7/3/2019,2008,2669,1455,1214,0,,,,,,,,,,yes,,yes,yes,,yes,,,,yes,yes,,,CCET - Control,,
1801,,Single-Family Home 001 (Master),Austin,Texas,2012-10-27 19:00:00-05:00,2018-06-25 04:59:00-05:00,0.87,,,,yes,,,,,yes,,,,,,,,yes,,,yes,,,,yes,,yes,,,yes,,,,yes,,,,,,,,,yes,yes,,,,,,,yes,,yes,yes,,,yes,,,,,,,,yes,,,,,yes,,,,,,,,,,,,,2012-04-11 18:59:57-05:00,2019-09-01 18:41:46.616625-05:00,85%,,,,2/1/2011,9/3/2019,2008,2075,2075,0,0,,,yes,,12.425,,,,,yes,,yes,,,,,,,yes,yes,,,CCET - Portal Only,,
4490,yes,Single-Family Home 001 (Master),Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/21/2020,,,,,,,,,yes,,,,,,,,,,,,,,,,,yes,,,,,
7385,yes,Single-Family Home 001 (Master),Oakland,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/21/2020,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,
8908,yes,Single-Family Home 001 (Master),Fremont,California,2019-07-01 19:00:00-05:00,2021-01-31 02:59:00-06:00,1.00,,2021-01-31 02:00:00-06:00,100%,,,,,,,,,,,,,,,,,,,,,yes,,yes,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,yes,,,,,,,,,,,,,,,,,,,3/26/2019,,1984,2012,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,
8766,yes,Single-Family Home 001 (Master),Oakland,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/21/2020,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,
1594,yes,Single-Family Home 001 (Master),Oakland,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/22/2020,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,
6042,yes,Single-Family Home 001 (Master),Oakland,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/23/2020,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,
11376,yes,Single-Family Home 001 (Master),Oakland,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/24/2020,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,
10197,yes,Single-Family Home 001 (Master),Oakland,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/25/2020,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,
964,yes,Single-Family Home 001 (Master),Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-04-11 18:55:35-05:00,2013-05-10 14:55:50-05:00,93%,,,,2/1/2011,,2008,2919,1401,1518,0,,,,,,,,,,yes,,yes,,,,,,,yes,yes,,,,,
4509,yes,Single-Family Home 001 (Master),Fremont,California,2019-07-01 19:00:00-05:00,2021-01-31 02:59:00-06:00,1.00,,2021-01-31 02:00:00-06:00,100%,yes,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,yes,,,,,,,,,yes,yes,,,,,,,,,,,,,yes,,,,,,,yes,,,,,,yes,,,,,,yes,,,,,,,,,,,,,3/25/2019,,1955,1163,,,,,,yes,,,,,,,,,,,,,,yes,,,,,,,,
4315,yes,Single-Family Home 001 (Master),Berkeley,California,2020-01-28 18:00:00-06:00,2021-01-31 02:59:00-06:00,0.96,,2021-01-31 00:00:00-06:00,96%,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,3/15/2019,,2006,4185,,,,,,yes,,,,,,,,,,,,,,yes,,,,,,,,
1463,yes,Single-Family Home 001 (Master),Austin,Texas,2014-05-09 00:00:00-05:00,2019-05-17 13:59:00-05:00,0.80,,2019-05-17 13:00:00-05:00,101%,yes,,,,,,,yes,,,,,,,,,yes,,,,yes,yes,,yes,,yes,,,,yes,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,yes,,yes,,,,,yes,,,,,,,,,,,2012-04-11 18:04:44-05:00,2017-01-08 07:14:46-06:00,22%,,,,2/1/2011,,2007,2236,793,1443,0,,,,,,,,,,yes,,yes,yes,yes,yes,yes,yes,,yes,yes,,,CCET - Control,,
11,yes,Single-Family Home 001 (Master),Oakland,California,2020-02-03 14:00:00-06:00,2021-01-31 02:59:00-06:00,1.00,,2021-01-31 02:00:00-06:00,100%,yes,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,yes,,,,,,,,,,,,,,,,,,,3/12/2019,,1924,1624,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,
4666,yes,Single-Family Home 001 (Master),Berkeley,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/10/2020,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,
1852,yes,Town Home,Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-04-11 18:58:55-05:00,2015-01-04 06:57:48-06:00,39%,,,,2/1/2011,,2008,1240,620,620,0,,,,,,,,,,yes,,yes,,,yes,,,,yes,yes,,,,,
31,yes,Single-Family Home 001 (Master),Berkeley,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/18/2020,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,
4538,yes,Single-Family Home 001 (Master),Benicia,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/18/2020,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,
9136,yes,Single-Family Home 001 (Master),Oakland,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/18/2020,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,
3974,yes,Single-Family Home 001 (Master),Oakland,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/19/2020,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,
